log_id,user_id,date,day_of_week,is_weekend,time_of_day,app_name,tab_or_content_name,category,content_type,time_watched_min,session_count,avg_session_length_min,device_type,opened_via_notification,app_switches_during_session,addiction_score,addictive_label,prev_day_same_app_usage_min,daily_total_screen_time_min,daily_quality_score,weekly_total_screen_time_min,user_profile,iso_week
1913,U119,2026-06-11,Thursday,False,Afternoon,Instagram,DM Chats,Social Media,Chat,12.1,2,6.0,Desktop,False,0,28.9,Non-addictive,61.4,176.8,6.8,924.3,balanced,24
1914,U120,2026-06-11,Thursday,False,Afternoon,Free Fire,,Games,Game,103.7,4,25.9,Desktop,False,3,85.6,Addictive,,193.6,2.3,1203.8,balanced,24
1915,U120,2026-06-11,Thursday,False,Morning,WhatsApp,Family Group,Communication,Chat,4.4,2,2.2,Desktop,False,1,7.6,Non-addictive,12.1,193.6,2.3,1203.8,balanced,24
1916,U120,2026-06-11,Thursday,False,Night,Candy Crush,,Games,Game,85.5,4,21.4,Mobile,False,6,78.4,Addictive,85.3,193.6,2.3,1203.8,balanced,24
1917,U121,2026-06-11,Thursday,False,Night,Snapchat,Stories,Social Media,Video,54.9,2,27.4,Mobile,True,3,100.0,Addictive,43.5,293.5,15.3,2478.5,heavy_addictive,24
1918,U121,2026-06-11,Thursday,False,Morning,Coursera,,Study,Video,9.3,1,9.3,Mobile,False,0,12.2,Non-addictive,19.6,293.5,15.3,2478.5,heavy_addictive,24
1919,U121,2026-06-11,Thursday,False,Night,YouTube,Prank Compilation,Entertainment,Video,73.0,3,24.3,Mobile,True,5,100.0,Addictive,29.0,293.5,15.3,2478.5,heavy_addictive,24
1920,U121,2026-06-11,Thursday,False,Evening,YouTube,Music Video Mix,Entertainment,Video,19.9,1,19.9,Tablet,False,3,99.2,Addictive,73.0,293.5,15.3,2478.5,heavy_addictive,24
1921,U121,2026-06-11,Thursday,False,Evening,TikTok,For You Feed,Entertainment,Video,35.0,2,17.5,Mobile,False,6,100.0,Addictive,79.9,293.5,15.3,2478.5,heavy_addictive,24
1922,U121,2026-06-11,Thursday,False,Evening,Instagram,DM Chats,Social Media,Chat,4.0,1,4.0,Mobile,False,2,42.6,Non-addictive,73.3,293.5,15.3,2478.5,heavy_addictive,24
1923,U121,2026-06-11,Thursday,False,Afternoon,Chrome,online-shopping,Shopping,Website,65.8,3,21.9,Mobile,True,5,84.3,Addictive,31.6,293.5,15.3,2478.5,heavy_addictive,24
1924,U121,2026-06-11,Thursday,False,Afternoon,Spotify,Chill Playlist,Entertainment,Audio,31.6,1,31.6,Desktop,True,0,32.0,Non-addictive,11.8,293.5,15.3,2478.5,heavy_addictive,24
1925,U122,2026-06-11,Thursday,False,Afternoon,WhatsApp,Family Group,Communication,Chat,10.2,4,2.5,Mobile,False,0,7.6,Non-addictive,9.6,73.2,88.5,1053.4,balanced,24
1926,U122,2026-06-11,Thursday,False,Evening,TikTok,For You Feed,Entertainment,Video,8.4,2,4.2,Mobile,False,8,100.0,Addictive,71.6,73.2,88.5,1053.4,balanced,24
1927,U122,2026-06-11,Thursday,False,Afternoon,YouTube,News Roundup,News,Video,14.6,2,7.3,Tablet,True,0,21.6,Non-addictive,39.4,73.2,88.5,1053.4,balanced,24
1928,U122,2026-06-11,Thursday,False,Morning,Netflix,Documentary,Self-Improvement,Video,6.4,2,3.2,Mobile,False,1,21.0,Non-addictive,15.2,73.2,88.5,1053.4,balanced,24
1929,U122,2026-06-11,Thursday,False,Morning,YouTube,News Roundup,News,Video,33.6,1,33.6,Desktop,False,2,27.1,Non-addictive,14.6,73.2,88.5,1053.4,balanced,24
1930,U123,2026-06-11,Thursday,False,Night,Snapchat,Stories,Social Media,Video,24.4,4,6.1,Mobile,True,10,66.4,Addictive,23.1,105.6,24.0,1131.1,balanced,24
1931,U123,2026-06-11,Thursday,False,Afternoon,Spotify,Chill Playlist,Entertainment,Audio,12.6,1,12.6,Mobile,False,1,13.6,Non-addictive,3.0,105.6,24.0,1131.1,balanced,24
1932,U123,2026-06-11,Thursday,False,Morning,Chrome,news-site,News,Website,12.7,1,12.7,Desktop,False,2,17.7,Non-addictive,58.5,105.6,24.0,1131.1,balanced,24
1933,U123,2026-06-11,Thursday,False,Night,TikTok,For You Feed,Entertainment,Video,14.8,1,14.8,Mobile,True,5,87.2,Addictive,9.9,105.6,24.0,1131.1,balanced,24
1934,U123,2026-06-11,Thursday,False,Evening,Chrome,pornweb,Pornographic,Website,41.1,6,6.9,Mobile,True,5,85.4,Addictive,12.7,105.6,24.0,1131.1,balanced,24
1935,U124,2026-06-11,Thursday,False,Morning,Chrome,gmail,Productivity,Webmail,3.0,2,1.5,Mobile,True,1,8.9,Non-addictive,66.1,76.8,68.1,966.7,balanced,24
1936,U124,2026-06-11,Thursday,False,Night,Candy Crush,,Games,Game,24.5,1,24.5,Mobile,False,4,79.2,Addictive,70.9,76.8,68.1,966.7,balanced,24
1937,U124,2026-06-11,Thursday,False,Morning,Chrome,gmail,Productivity,Webmail,38.4,3,12.8,Mobile,False,1,9.6,Non-addictive,3.0,76.8,68.1,966.7,balanced,24
1938,U124,2026-06-11,Thursday,False,Evening,Coursera,,Study,Video,7.9,3,2.6,Desktop,True,1,18.3,Non-addictive,17.1,76.8,68.1,966.7,balanced,24
1939,U124,2026-06-11,Thursday,False,Afternoon,YouTube,Study Lecture - Physics,Study,Video,3.0,1,3.0,Mobile,False,0,11.4,Non-addictive,3.7,76.8,68.1,966.7,balanced,24
1940,U125,2026-06-11,Thursday,False,Evening,Netflix,Documentary,Self-Improvement,Video,56.1,3,18.7,Tablet,True,1,20.3,Non-addictive,3.0,56.1,100.0,269.0,light_user,24
1941,U126,2026-06-11,Thursday,False,Afternoon,Duolingo,,Skill-Development,App,8.6,1,8.6,Desktop,False,0,33.5,Non-addictive,13.6,234.6,25.9,2379.1,heavy_addictive,24
1942,U126,2026-06-11,Thursday,False,Afternoon,WhatsApp,Family Group,Communication,Chat,22.2,2,11.1,Desktop,False,1,24.3,Non-addictive,22.9,234.6,25.9,2379.1,heavy_addictive,24
1943,U126,2026-06-11,Thursday,False,Evening,PUBG Mobile,,Games,Game,139.2,3,46.4,Mobile,False,3,100.0,Addictive,81.2,234.6,25.9,2379.1,heavy_addictive,24
1944,U126,2026-06-11,Thursday,False,Evening,Netflix,TV Series Binge,Entertainment,Video,34.7,3,11.6,Mobile,True,2,100.0,Addictive,130.0,234.6,25.9,2379.1,heavy_addictive,24
1945,U126,2026-06-11,Thursday,False,Morning,WhatsApp,Family Group,Communication,Chat,11.9,2,5.9,Desktop,False,1,22.1,Non-addictive,22.2,234.6,25.9,2379.1,heavy_addictive,24
1946,U126,2026-06-11,Thursday,False,Afternoon,Khan Academy,,Study,Video,11.4,1,11.4,Mobile,False,2,15.6,Non-addictive,19.2,234.6,25.9,2379.1,heavy_addictive,24
1947,U126,2026-06-11,Thursday,False,Morning,Duolingo,,Skill-Development,App,6.6,1,6.6,Mobile,False,2,36.0,Non-addictive,8.6,234.6,25.9,2379.1,heavy_addictive,24
1948,U127,2026-06-11,Thursday,False,Evening,Notion,,Productivity,Notes,10.9,1,10.9,Mobile,False,0,16.6,Non-addictive,15.5,153.3,7.1,863.4,balanced,24
1949,U127,2026-06-11,Thursday,False,Night,Snapchat,Stories,Social Media,Video,69.4,3,23.1,Desktop,False,1,67.9,Addictive,49.9,153.3,7.1,863.4,balanced,24
1950,U127,2026-06-11,Thursday,False,Afternoon,Free Fire,,Games,Game,40.5,4,10.1,Mobile,False,1,77.9,Addictive,43.1,153.3,7.1,863.4,balanced,24
1951,U127,2026-06-11,Thursday,False,Evening,Free Fire,,Games,Game,32.5,3,10.8,Mobile,False,2,79.8,Addictive,40.5,153.3,7.1,863.4,balanced,24
1952,U128,2026-06-11,Thursday,False,Night,Spotify,Chill Playlist,Entertainment,Audio,20.4,1,20.4,Mobile,False,0,6.2,Non-addictive,3.0,88.7,66.9,997.0,balanced,24
1953,U128,2026-06-11,Thursday,False,Evening,Notion,,Productivity,Notes,25.4,4,6.3,Desktop,False,1,8.5,Non-addictive,10.5,88.7,66.9,997.0,balanced,24
1954,U128,2026-06-11,Thursday,False,Afternoon,Chrome,news-site,News,Website,13.5,1,13.5,Desktop,False,3,9.1,Non-addictive,3.0,88.7,66.9,997.0,balanced,24
1955,U128,2026-06-11,Thursday,False,Evening,TikTok,For You Feed,Entertainment,Video,29.4,7,4.2,Mobile,True,10,80.3,Addictive,39.6,88.7,66.9,997.0,balanced,24
1956,U129,2026-06-11,Thursday,False,Evening,Netflix,TV Series Binge,Entertainment,Video,35.3,5,7.1,Mobile,True,2,100.0,Addictive,51.4,528.8,11.9,2496.1,heavy_addictive,24
1957,U129,2026-06-11,Thursday,False,Evening,PUBG Mobile,,Games,Game,135.3,1,135.3,Mobile,False,6,100.0,Addictive,43.6,528.8,11.9,2496.1,heavy_addictive,24
1958,U129,2026-06-11,Thursday,False,Afternoon,PUBG Mobile,,Games,Game,228.8,2,114.4,Desktop,True,2,100.0,Addictive,135.3,528.8,11.9,2496.1,heavy_addictive,24
1959,U129,2026-06-11,Thursday,False,Afternoon,Chrome,gmail,Productivity,Webmail,36.6,1,36.6,Desktop,False,0,24.6,Non-addictive,154.0,528.8,11.9,2496.1,heavy_addictive,24
1960,U129,2026-06-11,Thursday,False,Afternoon,YouTube,News Roundup,News,Video,26.2,2,13.1,Desktop,False,1,36.0,Non-addictive,60.6,528.8,11.9,2496.1,heavy_addictive,24
1961,U129,2026-06-11,Thursday,False,Evening,Instagram,Reels Feed,Social Media,Video,66.6,5,13.3,Mobile,True,1,100.0,Addictive,54.7,528.8,11.9,2496.1,heavy_addictive,24
1962,U130,2026-06-11,Thursday,False,Night,Chrome,online-shopping,Shopping,Website,62.4,2,31.2,Desktop,True,2,56.0,Addictive,13.1,270.9,17.3,934.3,balanced,24
1963,U130,2026-06-11,Thursday,False,Afternoon,YouTube,Cooking Recipe,Self-Improvement,Video,46.8,2,23.4,Tablet,True,0,20.9,Non-addictive,10.7,270.9,17.3,934.3,balanced,24
1964,U130,2026-06-11,Thursday,False,Evening,TikTok,For You Feed,Entertainment,Video,14.8,4,3.7,Mobile,False,5,99.1,Addictive,62.7,270.9,17.3,934.3,balanced,24
1965,U130,2026-06-11,Thursday,False,Night,Snapchat,Stories,Social Media,Video,54.5,3,18.2,Desktop,True,1,61.4,Addictive,76.6,270.9,17.3,934.3,balanced,24
1966,U130,2026-06-11,Thursday,False,Night,Free Fire,,Games,Game,92.4,5,18.5,Tablet,False,2,87.8,Addictive,26.7,270.9,17.3,934.3,balanced,24
1967,U131,2026-06-11,Thursday,False,Night,YouTube,Music Video Mix,Entertainment,Video,114.6,1,114.6,Mobile,False,2,92.6,Addictive,175.1,452.7,30.3,2440.3,heavy_addictive,24
1968,U131,2026-06-11,Thursday,False,Afternoon,Candy Crush,,Games,Game,164.8,3,54.9,Mobile,True,4,100.0,Addictive,295.1,452.7,30.3,2440.3,heavy_addictive,24
1969,U131,2026-06-11,Thursday,False,Morning,Khan Academy,,Study,Video,68.7,2,34.3,Mobile,False,0,12.7,Non-addictive,25.5,452.7,30.3,2440.3,heavy_addictive,24
1970,U131,2026-06-11,Thursday,False,Evening,TikTok,For You Feed,Entertainment,Video,36.3,4,9.1,Desktop,False,4,100.0,Addictive,40.9,452.7,30.3,2440.3,heavy_addictive,24
1971,U131,2026-06-11,Thursday,False,Morning,Chrome,news-site,News,Website,68.3,1,68.3,Desktop,False,0,23.2,Non-addictive,49.9,452.7,30.3,2440.3,heavy_addictive,24
1972,U132,2026-06-11,Thursday,False,Evening,YouTube,Yoga Tutorial,Self-Improvement,Video,37.8,1,37.8,Desktop,False,1,44.8,Non-addictive,79.6,425.6,15.0,1792.3,heavy_addictive,24
1973,U132,2026-06-11,Thursday,False,Evening,WhatsApp,Family Group,Communication,Chat,12.4,2,6.2,Desktop,False,1,24.4,Non-addictive,22.3,425.6,15.0,1792.3,heavy_addictive,24
1974,U132,2026-06-11,Thursday,False,Evening,PUBG Mobile,,Games,Game,45.2,5,9.0,Mobile,True,7,100.0,Addictive,127.0,425.6,15.0,1792.3,heavy_addictive,24
1975,U132,2026-06-11,Thursday,False,Night,Netflix,TV Series Binge,Entertainment,Video,181.0,1,181.0,Mobile,True,2,100.0,Addictive,24.8,425.6,15.0,1792.3,heavy_addictive,24
1976,U132,2026-06-11,Thursday,False,Evening,YouTube,Study Lecture - Physics,Study,Video,5.3,1,5.3,Desktop,False,1,16.9,Non-addictive,37.8,425.6,15.0,1792.3,heavy_addictive,24
1977,U132,2026-06-11,Thursday,False,Evening,TikTok,For You Feed,Entertainment,Video,79.8,2,39.9,Mobile,False,7,100.0,Addictive,111.2,425.6,15.0,1792.3,heavy_addictive,24
1978,U132,2026-06-11,Thursday,False,Morning,VSCode,,Skill-Development,Code,8.2,1,8.2,Mobile,False,0,4.8,Non-addictive,9.0,425.6,15.0,1792.3,heavy_addictive,24
1979,U132,2026-06-11,Thursday,False,Night,YouTube,Pokemon Gameplay,Entertainment,Video,55.9,5,11.2,Mobile,True,5,100.0,Addictive,5.3,425.6,15.0,1792.3,heavy_addictive,24
1980,U133,2026-06-11,Thursday,False,Evening,Netflix,TV Series Binge,Entertainment,Video,19.2,1,19.2,Mobile,True,1,29.4,Non-addictive,18.9,58.4,100.0,525.8,productive,24
1981,U133,2026-06-11,Thursday,False,Evening,YouTube,Cooking Recipe,Self-Improvement,Video,11.0,1,11.0,Mobile,False,0,17.3,Non-addictive,7.4,58.4,100.0,525.8,productive,24
1982,U133,2026-06-11,Thursday,False,Evening,Chrome,gmail,Productivity,Webmail,28.2,1,28.2,Desktop,True,0,10.1,Non-addictive,50.4,58.4,100.0,525.8,productive,24
1983,U134,2026-06-11,Thursday,False,Afternoon,Free Fire,,Games,Game,16.3,1,16.3,Mobile,True,1,34.3,Non-addictive,10.3,34.1,100.0,518.9,productive,24
1984,U134,2026-06-11,Thursday,False,Afternoon,PUBG Mobile,,Games,Game,6.3,1,6.3,Desktop,False,2,31.9,Non-addictive,,34.1,100.0,518.9,productive,24
1985,U134,2026-06-11,Thursday,False,Morning,Free Fire,,Games,Game,11.5,1,11.5,Desktop,False,0,38.4,Non-addictive,16.3,34.1,100.0,518.9,productive,24
1986,U135,2026-06-11,Thursday,False,Evening,WhatsApp,Family Group,Communication,Chat,7.5,2,3.8,Desktop,False,2,9.0,Non-addictive,34.2,54.8,100.0,501.7,productive,24
1987,U135,2026-06-11,Thursday,False,Afternoon,Khan Academy,,Study,Video,16.1,3,5.4,Desktop,False,1,11.9,Non-addictive,13.5,54.8,100.0,501.7,productive,24
1988,U135,2026-06-11,Thursday,False,Afternoon,Spotify,Chill Playlist,Entertainment,Audio,31.2,2,15.6,Tablet,True,1,24.4,Non-addictive,17.7,54.8,100.0,501.7,productive,24
1989,U136,2026-06-11,Thursday,False,Afternoon,Chrome,random-blog,Entertainment,Website,25.1,2,12.5,Mobile,False,0,20.7,Non-addictive,29.8,78.9,35.6,834.5,balanced,24
1990,U136,2026-06-11,Thursday,False,Afternoon,WhatsApp,Family Group,Communication,Chat,3.0,1,3.0,Desktop,False,0,6.5,Non-addictive,19.2,78.9,35.6,834.5,balanced,24
1991,U136,2026-06-11,Thursday,False,Evening,TikTok,For You Feed,Entertainment,Video,50.8,2,25.4,Mobile,True,5,100.0,Addictive,24.4,78.9,35.6,834.5,balanced,24
1992,U137,2026-06-11,Thursday,False,Evening,Free Fire,,Games,Game,20.0,3,6.7,Tablet,False,6,100.0,Addictive,163.1,185.4,36.4,2745.2,heavy_addictive,24
1993,U137,2026-06-11,Thursday,False,Afternoon,Coursera,,Study,Video,12.5,2,6.2,Mobile,False,1,17.9,Non-addictive,,185.4,36.4,2745.2,heavy_addictive,24
1994,U137,2026-06-11,Thursday,False,Afternoon,VSCode,,Skill-Development,Code,6.3,1,6.3,Mobile,True,2,20.4,Non-addictive,15.8,185.4,36.4,2745.2,heavy_addictive,24
1995,U137,2026-06-11,Thursday,False,Morning,Spotify,Chill Playlist,Entertainment,Audio,48.6,4,12.2,Desktop,False,0,45.1,Non-addictive,7.9,185.4,36.4,2745.2,heavy_addictive,24
1996,U137,2026-06-11,Thursday,False,Morning,Instagram,Reels Feed,Social Media,Video,98.0,5,19.6,Tablet,True,1,100.0,Addictive,5.5,185.4,36.4,2745.2,heavy_addictive,24
1997,U138,2026-06-11,Thursday,False,Afternoon,Snapchat,Stories,Social Media,Video,33.9,2,17.0,Mobile,False,1,33.0,Non-addictive,68.8,50.1,100.0,267.2,light_user,24
1998,U138,2026-06-11,Thursday,False,Afternoon,Netflix,Documentary,Self-Improvement,Video,16.2,1,16.2,Mobile,False,0,16.1,Non-addictive,36.7,50.1,100.0,267.2,light_user,24
1999,U139,2026-06-11,Thursday,False,Night,VSCode,,Skill-Development,Code,14.2,1,14.2,Desktop,False,1,7.9,Non-addictive,4.5,128.8,13.4,1004.1,balanced,24
2000,U139,2026-06-11,Thursday,False,Evening,TikTok,For You Feed,Entertainment,Video,43.2,3,14.4,Desktop,False,4,75.5,Addictive,12.1,128.8,13.4,1004.1,balanced,24
2001,U139,2026-06-11,Thursday,False,Afternoon,TikTok,For You Feed,Entertainment,Video,51.9,2,25.9,Mobile,False,6,98.7,Addictive,43.2,128.8,13.4,1004.1,balanced,24
2002,U139,2026-06-11,Thursday,False,Evening,Snapchat,Stories,Social Media,Video,16.5,2,8.3,Mobile,True,3,71.9,Addictive,50.1,128.8,13.4,1004.1,balanced,24
2003,U139,2026-06-11,Thursday,False,Afternoon,YouTube,News Roundup,News,Video,3.0,1,3.0,Desktop,False,3,26.2,Non-addictive,29.6,128.8,13.4,1004.1,balanced,24
2004,U100,2026-06-12,Friday,False,Evening,WhatsApp,Family Group,Communication,Chat,16.4,1,16.4,Mobile,False,0,22.1,Non-addictive,75.8,102.2,34.3,1211.4,balanced,24
2005,U100,2026-06-12,Friday,False,Afternoon,TikTok,For You Feed,Entertainment,Video,16.4,1,16.4,Mobile,False,8,94.6,Addictive,66.3,102.2,34.3,1211.4,balanced,24
2006,U100,2026-06-12,Friday,False,Night,Netflix,TV Series Binge,Entertainment,Video,37.7,2,18.9,Mobile,False,2,71.5,Addictive,47.5,102.2,34.3,1211.4,balanced,24
2007,U100,2026-06-12,Friday,False,Morning,YouTube,Music Video Mix,Entertainment,Video,18.7,1,18.7,Mobile,False,1,48.6,Non-addictive,22.1,102.2,34.3,1211.4,balanced,24
2008,U100,2026-06-12,Friday,False,Afternoon,YouTube,Pokemon Gameplay,Entertainment,Video,13.0,1,13.0,Tablet,False,5,68.8,Addictive,18.7,102.2,34.3,1211.4,balanced,24
2009,U101,2026-06-12,Friday,False,Afternoon,Chrome,news-site,News,Website,42.8,3,14.3,Desktop,True,1,6.4,Non-addictive,40.4,83.8,100.0,442.3,productive,24
2010,U101,2026-06-12,Friday,False,Afternoon,Chrome,random-blog,Entertainment,Website,10.4,1,10.4,Mobile,True,2,5.2,Non-addictive,42.8,83.8,100.0,442.3,productive,24
2011,U101,2026-06-12,Friday,False,Morning,Free Fire,,Games,Game,30.6,2,15.3,Mobile,False,0,48.8,Non-addictive,3.9,83.8,100.0,442.3,productive,24
2012,U102,2026-06-12,Friday,False,Night,YouTube,Music Video Mix,Entertainment,Video,59.2,2,29.6,Desktop,False,2,30.7,Non-addictive,13.7,59.2,100.0,266.4,light_user,24
2013,U103,2026-06-12,Friday,False,Night,Netflix,TV Series Binge,Entertainment,Video,37.7,1,37.7,Mobile,True,2,78.6,Addictive,45.4,124.6,49.4,1199.9,balanced,24
2014,U103,2026-06-12,Friday,False,Evening,PUBG Mobile,,Games,Game,25.4,3,8.5,Desktop,False,6,84.9,Addictive,,124.6,49.4,1199.9,balanced,24
2015,U103,2026-06-12,Friday,False,Afternoon,Duolingo,,Skill-Development,App,11.0,1,11.0,Desktop,True,0,22.4,Non-addictive,20.5,124.6,49.4,1199.9,balanced,24
2016,U103,2026-06-12,Friday,False,Evening,Netflix,Documentary,Self-Improvement,Video,39.2,1,39.2,Desktop,False,0,29.3,Non-addictive,37.7,124.6,49.4,1199.9,balanced,24
2017,U103,2026-06-12,Friday,False,Afternoon,YouTube,Cooking Recipe,Self-Improvement,Video,11.3,2,5.6,Desktop,False,2,12.1,Non-addictive,14.7,124.6,49.4,1199.9,balanced,24
2018,U104,2026-06-12,Friday,False,Morning,WhatsApp,Family Group,Communication,Chat,22.1,1,22.1,Mobile,False,0,17.9,Non-addictive,24.1,199.2,41.4,3035.1,heavy_addictive,24
2019,U104,2026-06-12,Friday,False,Evening,Free Fire,,Games,Game,91.1,1,91.1,Mobile,True,4,100.0,Addictive,41.4,199.2,41.4,3035.1,heavy_addictive,24
2020,U104,2026-06-12,Friday,False,Night,Coursera,,Study,Video,16.4,4,4.1,Desktop,False,1,19.3,Non-addictive,21.0,199.2,41.4,3035.1,heavy_addictive,24
2021,U104,2026-06-12,Friday,False,Night,Spotify,Chill Playlist,Entertainment,Audio,25.1,1,25.1,Mobile,False,2,40.5,Non-addictive,38.6,199.2,41.4,3035.1,heavy_addictive,24
2022,U104,2026-06-12,Friday,False,Evening,Khan Academy,,Study,Video,9.0,1,9.0,Desktop,False,2,13.0,Non-addictive,8.1,199.2,41.4,3035.1,heavy_addictive,24
2023,U104,2026-06-12,Friday,False,Afternoon,Netflix,Documentary,Self-Improvement,Video,9.8,1,9.8,Desktop,False,1,47.9,Non-addictive,23.9,199.2,41.4,3035.1,heavy_addictive,24
2024,U104,2026-06-12,Friday,False,Evening,Snapchat,Stories,Social Media,Video,25.7,3,8.6,Mobile,False,11,100.0,Addictive,47.6,199.2,41.4,3035.1,heavy_addictive,24
2025,U105,2026-06-12,Friday,False,Night,Instagram,Reels Feed,Social Media,Video,108.2,2,54.1,Mobile,False,4,100.0,Addictive,42.1,254.4,38.3,2308.1,heavy_addictive,24
2026,U105,2026-06-12,Friday,False,Afternoon,YouTube,News Roundup,News,Video,8.7,3,2.9,Desktop,False,0,43.1,Non-addictive,114.4,254.4,38.3,2308.1,heavy_addictive,24
2027,U105,2026-06-12,Friday,False,Evening,Netflix,TV Series Binge,Entertainment,Video,48.7,2,24.4,Desktop,False,3,100.0,Addictive,67.4,254.4,38.3,2308.1,heavy_addictive,24
2028,U105,2026-06-12,Friday,False,Afternoon,Spotify,Chill Playlist,Entertainment,Audio,17.0,1,17.0,Desktop,False,0,42.0,Non-addictive,19.9,254.4,38.3,2308.1,heavy_addictive,24
2029,U105,2026-06-12,Friday,False,Afternoon,Chrome,gmail,Productivity,Webmail,12.0,1,12.0,Tablet,False,2,9.1,Non-addictive,39.9,254.4,38.3,2308.1,heavy_addictive,24
2030,U105,2026-06-12,Friday,False,Afternoon,WhatsApp,Family Group,Communication,Chat,26.1,1,26.1,Desktop,False,2,18.6,Non-addictive,15.1,254.4,38.3,2308.1,heavy_addictive,24
2031,U105,2026-06-12,Friday,False,Morning,YouTube,News Roundup,News,Video,33.7,1,33.7,Desktop,False,0,41.0,Non-addictive,8.7,254.4,38.3,2308.1,heavy_addictive,24
2032,U106,2026-06-12,Friday,False,Night,Instagram,Reels Feed,Social Media,Video,15.8,4,4.0,Mobile,False,6,100.0,Addictive,14.0,627.3,0.0,3567.8,heavy_addictive,24
2033,U106,2026-06-12,Friday,False,Evening,TikTok,For You Feed,Entertainment,Video,64.6,3,21.5,Desktop,True,4,100.0,Addictive,73.5,627.3,0.0,3567.8,heavy_addictive,24
2034,U106,2026-06-12,Friday,False,Evening,PUBG Mobile,,Games,Game,72.9,1,72.9,Mobile,False,2,100.0,Addictive,146.1,627.3,0.0,3567.8,heavy_addictive,24
2035,U106,2026-06-12,Friday,False,Night,Netflix,TV Series Binge,Entertainment,Video,57.4,2,28.7,Tablet,False,6,100.0,Addictive,57.1,627.3,0.0,3567.8,heavy_addictive,24
2036,U106,2026-06-12,Friday,False,Night,PUBG Mobile,,Games,Game,155.9,3,52.0,Mobile,False,6,100.0,Addictive,72.9,627.3,0.0,3567.8,heavy_addictive,24
2037,U106,2026-06-12,Friday,False,Afternoon,Snapchat,Stories,Social Media,Video,109.0,2,54.5,Desktop,True,4,92.0,Addictive,49.1,627.3,0.0,3567.8,heavy_addictive,24
2038,U106,2026-06-12,Friday,False,Night,Instagram,Reels Feed,Social Media,Video,70.1,4,17.5,Mobile,True,5,100.0,Addictive,15.8,627.3,0.0,3567.8,heavy_addictive,24
2039,U106,2026-06-12,Friday,False,Morning,Instagram,Reels Feed,Social Media,Video,81.6,7,11.7,Mobile,False,1,100.0,Addictive,70.1,627.3,0.0,3567.8,heavy_addictive,24
2040,U107,2026-06-12,Friday,False,Afternoon,Notion,,Productivity,Notes,12.8,1,12.8,Mobile,False,2,7.3,Non-addictive,5.8,70.8,76.1,640.5,productive,24
2041,U107,2026-06-12,Friday,False,Night,TikTok,For You Feed,Entertainment,Video,16.9,2,8.5,Mobile,False,4,50.4,Addictive,5.3,70.8,76.1,640.5,productive,24
2042,U107,2026-06-12,Friday,False,Afternoon,Netflix,Documentary,Self-Improvement,Video,30.4,5,6.1,Desktop,False,1,7.5,Non-addictive,27.1,70.8,76.1,640.5,productive,24
2043,U107,2026-06-12,Friday,False,Afternoon,TikTok,For You Feed,Entertainment,Video,6.6,3,2.2,Desktop,False,2,43.6,Non-addictive,16.9,70.8,76.1,640.5,productive,24
2044,U107,2026-06-12,Friday,False,Morning,Notion,,Productivity,Notes,4.1,3,1.4,Desktop,True,2,0.0,Non-addictive,12.8,70.8,76.1,640.5,productive,24
2045,U108,2026-06-12,Friday,False,Afternoon,WhatsApp,Family Group,Communication,Chat,26.4,1,26.4,Desktop,False,5,7.8,Non-addictive,7.8,149.6,17.6,798.6,balanced,24
2046,U108,2026-06-12,Friday,False,Evening,PUBG Mobile,,Games,Game,93.8,1,93.8,Mobile,True,3,84.3,Addictive,42.4,149.6,17.6,798.6,balanced,24
2047,U108,2026-06-12,Friday,False,Night,Free Fire,,Games,Game,29.4,2,14.7,Mobile,True,4,77.9,Addictive,11.8,149.6,17.6,798.6,balanced,24
2048,U109,2026-06-12,Friday,False,Afternoon,TikTok,For You Feed,Entertainment,Video,7.4,1,7.4,Mobile,False,1,43.5,Non-addictive,17.1,7.4,100.0,136.3,light_user,24
2049,U110,2026-06-12,Friday,False,Morning,Spotify,Chill Playlist,Entertainment,Audio,4.6,2,2.3,Desktop,True,1,45.5,Non-addictive,7.3,355.4,14.5,2258.1,heavy_addictive,24
2050,U110,2026-06-12,Friday,False,Night,Chrome,online-shopping,Shopping,Website,48.4,2,24.2,Mobile,True,5,100.0,Addictive,32.7,355.4,14.5,2258.1,heavy_addictive,24
2051,U110,2026-06-12,Friday,False,Morning,Instagram,DM Chats,Social Media,Chat,28.1,2,14.1,Mobile,True,0,40.3,Non-addictive,258.0,355.4,14.5,2258.1,heavy_addictive,24
2052,U110,2026-06-12,Friday,False,Night,Spotify,Chill Playlist,Entertainment,Audio,6.5,1,6.5,Mobile,False,3,31.8,Non-addictive,4.6,355.4,14.5,2258.1,heavy_addictive,24
2053,U110,2026-06-12,Friday,False,Night,Chrome,online-shopping,Shopping,Website,228.1,1,228.1,Desktop,True,4,92.0,Addictive,48.4,355.4,14.5,2258.1,heavy_addictive,24
2054,U110,2026-06-12,Friday,False,Afternoon,Spotify,Chill Playlist,Entertainment,Audio,12.3,1,12.3,Mobile,False,0,27.0,Non-addictive,6.5,355.4,14.5,2258.1,heavy_addictive,24
2055,U110,2026-06-12,Friday,False,Evening,Free Fire,,Games,Game,27.4,2,13.7,Desktop,False,4,100.0,Addictive,86.1,355.4,14.5,2258.1,heavy_addictive,24
2056,U111,2026-06-12,Friday,False,Afternoon,Instagram,DM Chats,Social Media,Chat,8.3,1,8.3,Tablet,False,0,6.5,Non-addictive,39.4,113.5,100.0,842.7,productive,24
